"","DeployID","Ptt","DepthSensor","Source","Instr","Count","Start","End","What","Number","Shape","DepthMin","DepthMax","DurationMin","DurationMax","Shallow","Deep","start","end","t.diff","flag","divenum","depth","duration"
"135","Tt0022",110608,NA,"Transmission","Mk10",2,"9/7/16 23:55","9/7/16 23:59","Dive",1,"Square",93,94.5,267,269,NA,NA,2016-09-07 19:55:00,2016-09-07 19:59:00,0,0,61,93.75,268
"136","Tt0022",110608,NA,"Transmission","Mk10",2,"9/7/16 23:59","9/8/16 0:02","Surface",NA,"",NA,NA,187,189,158,30,2016-09-07 19:59:00,2016-09-07 20:02:00,0,0,61,NA,188
"137","Tt0022",110608,NA,"Transmission","Mk10",2,"9/8/16 0:02","9/8/16 0:10","Dive",1,"U",284,291.5,445,447,NA,NA,2016-09-07 20:02:00,2016-09-07 20:10:00,0,0,62,287.75,446
"138","Tt0022",110608,NA,"Transmission","Mk10",2,"9/8/16 0:10","9/8/16 0:12","Surface",NA,"",NA,NA,131,133,132,0,2016-09-07 20:10:00,2016-09-07 20:12:00,0,0,62,NA,132
"139","Tt0022",110608,NA,"Transmission","Mk10",2,"9/8/16 0:12","9/8/16 0:18","Dive",1,"U",276,283.5,351,353,NA,NA,2016-09-07 20:12:00,2016-09-07 20:18:00,0,0,63,279.75,352
"140","Tt0022",110608,NA,"Transmission","Mk10",2,"9/8/16 0:18","9/8/16 0:28","Surface",NA,"",NA,NA,591,593,382,210,2016-09-07 20:18:00,2016-09-07 20:28:00,0,0,63,NA,592
"141","Tt0022",110608,NA,"Transmission","Mk10",2,"9/8/16 0:28","9/8/16 0:34","Dive",1,"U",268,275.5,369,371,NA,NA,2016-09-07 20:28:00,2016-09-07 20:34:00,0,0,64,271.75,370
"142","Tt0022",110608,NA,"Transmission","Mk10",2,"9/8/16 0:34","9/8/16 0:38","Surface",NA,"",NA,NA,245,247,214,32,2016-09-07 20:34:00,2016-09-07 20:38:00,0,0,64,NA,246
"144","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 4:53","9/8/16 4:54","Dive",1,"V",61,62.5,109,111,NA,NA,2016-09-08 00:53:00,2016-09-08 00:54:00,15300,1,65,61.75,110
"145","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 4:54","9/8/16 5:03","Surface",NA,"",NA,NA,501,503,324,178,2016-09-08 00:54:00,2016-09-08 01:03:00,0,0,65,NA,502
"146","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 5:03","9/8/16 5:05","Dive",1,"Square",67,68.5,135,137,NA,NA,2016-09-08 01:03:00,2016-09-08 01:05:00,0,0,66,67.75,136
"147","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 5:05","9/8/16 5:19","Surface",NA,"",NA,NA,867,869,504,364,2016-09-08 01:05:00,2016-09-08 01:19:00,0,0,66,NA,868
"148","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 5:19","9/8/16 5:20","Dive",1,"U",59,60.5,61,63,NA,NA,2016-09-08 01:19:00,2016-09-08 01:20:00,0,0,67,59.75,62
"149","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 5:20","9/8/16 5:21","Surface",NA,"",NA,NA,35,37,36,0,2016-09-08 01:20:00,2016-09-08 01:21:00,0,0,67,NA,36
"150","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 5:21","9/8/16 5:23","Dive",1,"V",77,78.5,93,95,NA,NA,2016-09-08 01:21:00,2016-09-08 01:23:00,0,0,68,77.75,94
"151","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 5:23","9/8/16 5:30","Surface",NA,"",NA,NA,457,459,355,103,2016-09-08 01:23:00,2016-09-08 01:30:00,0,0,68,NA,458
"152","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 5:30","9/8/16 5:32","Dive",1,"V",52.5,53,85,87,NA,NA,2016-09-08 01:30:00,2016-09-08 01:32:00,0,0,69,52.75,86
"153","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 5:32","9/8/16 5:50","Surface",NA,"",NA,NA,1117,1119,757,361,2016-09-08 01:32:00,2016-09-08 01:50:00,0,0,69,NA,1118
"155","Tt0022",110608,NA,"Transmission","Mk10",2,"9/8/16 6:29","9/8/16 6:30","Dive",1,"U",53.5,54,77,79,NA,NA,2016-09-08 02:29:00,2016-09-08 02:30:00,2340,1,70,53.75,78
"156","Tt0022",110608,NA,"Transmission","Mk10",2,"9/8/16 6:30","9/8/16 7:06","Surface",NA,"",NA,NA,2189,2191,1554,636,2016-09-08 02:30:00,2016-09-08 03:06:00,0,0,70,NA,2190
"157","Tt0022",110608,NA,"Transmission","Mk10",2,"9/8/16 7:06","9/8/16 7:08","Dive",1,"V",59,60.5,93,95,NA,NA,2016-09-08 03:06:00,2016-09-08 03:08:00,0,0,71,59.75,94
"158","Tt0022",110608,NA,"Transmission","Mk10",2,"9/8/16 7:08","9/8/16 7:11","Surface",NA,"",NA,NA,173,175,118,56,2016-09-08 03:08:00,2016-09-08 03:11:00,0,0,71,NA,174
"159","Tt0022",110608,NA,"Transmission","Mk10",2,"9/8/16 7:11","9/8/16 7:12","Dive",1,"U",51.5,52,89,91,NA,NA,2016-09-08 03:11:00,2016-09-08 03:12:00,0,0,72,51.75,90
"160","Tt0022",110608,NA,"Transmission","Mk10",2,"9/8/16 7:12","9/8/16 7:20","Surface",NA,"",NA,NA,485,487,408,78,2016-09-08 03:12:00,2016-09-08 03:20:00,0,0,72,NA,486
"161","Tt0022",110608,NA,"Transmission","Mk10",2,"9/8/16 7:20","9/8/16 7:22","Dive",1,"V",67,68.5,93,95,NA,NA,2016-09-08 03:20:00,2016-09-08 03:22:00,0,0,73,67.75,94
"162","Tt0022",110608,NA,"Transmission","Mk10",2,"9/8/16 7:22","9/8/16 7:29","Surface",NA,"",NA,NA,449,451,218,232,2016-09-08 03:22:00,2016-09-08 03:29:00,0,0,73,NA,450
"163","Tt0022",110608,NA,"Transmission","Mk10",2,"9/8/16 7:29","9/8/16 7:31","Dive",1,"U",91,92.5,119,121,NA,NA,2016-09-08 03:29:00,2016-09-08 03:31:00,0,0,74,91.75,120
"164","Tt0022",110608,NA,"Transmission","Mk10",2,"9/8/16 7:31","9/8/16 7:54","Surface",NA,"",NA,NA,1341,1343,909,433,2016-09-08 03:31:00,2016-09-08 03:54:00,0,0,74,NA,1342
"166","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 15:21","9/8/16 15:26","Dive",1,"U",138,141.5,315,317,NA,NA,2016-09-08 11:21:00,2016-09-08 11:26:00,26820,1,75,139.75,316
"167","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 15:26","9/8/16 15:34","Surface",NA,"",NA,NA,515,517,416,100,2016-09-08 11:26:00,2016-09-08 11:34:00,0,0,75,NA,516
"168","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 15:34","9/8/16 15:40","Dive",1,"U",99,100.5,331,333,NA,NA,2016-09-08 11:34:00,2016-09-08 11:40:00,0,0,76,99.75,332
"169","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 15:40","9/8/16 16:26","Surface",NA,"",NA,NA,2767,2769,2411,357,2016-09-08 11:40:00,2016-09-08 12:26:00,0,0,76,NA,2768
"170","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 16:26","9/8/16 16:32","Dive",1,"U",89,90.5,341,343,NA,NA,2016-09-08 12:26:00,2016-09-08 12:32:00,0,0,77,89.75,342
"171","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 16:32","9/8/16 16:34","Surface",NA,"",NA,NA,115,117,109,7,2016-09-08 12:32:00,2016-09-08 12:34:00,0,0,77,NA,116
"172","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 16:34","9/8/16 16:37","Dive",1,"U",75,76.5,225,227,NA,NA,2016-09-08 12:34:00,2016-09-08 12:37:00,0,0,78,75.75,226
"173","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 16:37","9/8/16 21:29","Surface",NA,"",NA,NA,17490,17550,10738,6782,2016-09-08 12:37:00,2016-09-08 17:29:00,0,0,78,NA,17520
"174","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 21:29","9/8/16 21:32","Dive",1,"U",113,114.5,161,163,NA,NA,2016-09-08 17:29:00,2016-09-08 17:32:00,0,0,79,113.75,162
"175","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 21:32","9/8/16 21:43","Surface",NA,"",NA,NA,635,637,349,287,2016-09-08 17:32:00,2016-09-08 17:43:00,0,0,79,NA,636
"177","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 21:43","9/8/16 21:45","Dive",1,"U",95,96.5,135,137,NA,NA,2016-09-08 17:43:00,2016-09-08 17:45:00,0,0,80,95.75,136
"178","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 21:45","9/8/16 23:06","Surface",NA,"",NA,NA,4895,4897,3633,1263,2016-09-08 17:45:00,2016-09-08 19:06:00,0,0,80,NA,4896
"179","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 23:06","9/8/16 23:11","Dive",1,"U",91,92.5,247,249,NA,NA,2016-09-08 19:06:00,2016-09-08 19:11:00,0,0,81,91.75,248
"180","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 23:11","9/8/16 23:26","Surface",NA,"",NA,NA,953,955,708,246,2016-09-08 19:11:00,2016-09-08 19:26:00,0,0,81,NA,954
"181","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 23:26","9/8/16 23:31","Dive",1,"U",226,229.5,283,285,NA,NA,2016-09-08 19:26:00,2016-09-08 19:31:00,0,0,82,227.75,284
"182","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 23:31","9/8/16 23:56","Surface",NA,"",NA,NA,1479,1481,1194,286,2016-09-08 19:31:00,2016-09-08 19:56:00,0,0,82,NA,1480
"183","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 23:56","9/8/16 23:58","Dive",1,"U",87,88.5,121,123,NA,NA,2016-09-08 19:56:00,2016-09-08 19:58:00,0,0,83,87.75,122
"184","Tt0022",110608,NA,"Transmission","Mk10",1,"9/8/16 23:58","9/9/16 0:26","Surface",NA,"",NA,NA,1695,1697,1204,492,2016-09-08 19:58:00,2016-09-08 20:26:00,0,0,83,NA,1696
"185","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 0:26","9/9/16 0:28","Dive",1,"U",53.5,54,121,123,NA,NA,2016-09-08 20:26:00,2016-09-08 20:28:00,0,0,84,53.75,122
"186","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 0:28","9/9/16 0:43","Surface",NA,"",NA,NA,899,901,784,116,2016-09-08 20:28:00,2016-09-08 20:43:00,0,0,84,NA,900
"188","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 0:44","9/9/16 0:49","Dive",1,"U",166,169.5,321,323,NA,NA,2016-09-08 20:44:00,2016-09-08 20:49:00,60,1,85,167.75,322
"189","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 0:49","9/9/16 0:51","Surface",NA,"",NA,NA,143,145,139,5,2016-09-08 20:49:00,2016-09-08 20:51:00,0,0,85,NA,144
"190","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 0:51","9/9/16 0:57","Dive",1,"Square",146,149.5,329,331,NA,NA,2016-09-08 20:51:00,2016-09-08 20:57:00,0,0,86,147.75,330
"191","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 0:57","9/9/16 1:00","Surface",NA,"",NA,NA,201,203,143,59,2016-09-08 20:57:00,2016-09-08 21:00:00,0,0,86,NA,202
"192","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 1:00","9/9/16 1:03","Dive",1,"U",115,116.5,151,153,NA,NA,2016-09-08 21:00:00,2016-09-08 21:03:00,0,0,87,115.75,152
"193","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 1:03","9/9/16 1:06","Surface",NA,"",NA,NA,209,211,183,27,2016-09-08 21:03:00,2016-09-08 21:06:00,0,0,87,NA,210
"194","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 1:06","9/9/16 1:09","Dive",1,"U",107,108.5,175,177,NA,NA,2016-09-08 21:06:00,2016-09-08 21:09:00,0,0,88,107.75,176
"195","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 1:09","9/9/16 1:13","Surface",NA,"",NA,NA,247,249,200,48,2016-09-08 21:09:00,2016-09-08 21:13:00,0,0,88,NA,248
"196","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 1:13","9/9/16 1:16","Dive",1,"U",83,84.5,179,181,NA,NA,2016-09-08 21:13:00,2016-09-08 21:16:00,0,0,89,83.75,180
"197","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 1:16","9/9/16 1:24","Surface",NA,"",NA,NA,451,453,160,292,2016-09-08 21:16:00,2016-09-08 21:24:00,0,0,89,NA,452
"199","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 4:11","9/9/16 4:13","Dive",1,"U",52.5,53,119,121,NA,NA,2016-09-09 00:11:00,2016-09-09 00:13:00,10020,1,90,52.75,120
"200","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 4:13","9/9/16 4:20","Surface",NA,"",NA,NA,435,437,225,211,2016-09-09 00:13:00,2016-09-09 00:20:00,0,0,90,NA,436
"201","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 4:20","9/9/16 4:24","Dive",1,"Square",117,118.5,267,269,NA,NA,2016-09-09 00:20:00,2016-09-09 00:24:00,0,0,91,117.75,268
"202","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 4:24","9/9/16 4:59","Surface",NA,"",NA,NA,2081,2083,1410,672,2016-09-09 00:24:00,2016-09-09 00:59:00,0,0,91,NA,2082
"203","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 4:59","9/9/16 5:01","Dive",1,"U",59,60.5,113,115,NA,NA,2016-09-09 00:59:00,2016-09-09 01:01:00,0,0,92,59.75,114
"204","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 5:01","9/9/16 7:17","Surface",NA,"",NA,NA,8189,8191,5284,2906,2016-09-09 01:01:00,2016-09-09 03:17:00,0,0,92,NA,8190
"205","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 7:17","9/9/16 7:23","Dive",1,"U",348,355.5,331,333,NA,NA,2016-09-09 03:17:00,2016-09-09 03:23:00,0,0,93,351.75,332
"206","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 7:23","9/9/16 7:30","Surface",NA,"",NA,NA,449,451,319,131,2016-09-09 03:23:00,2016-09-09 03:30:00,0,0,93,NA,450
"207","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 7:30","9/9/16 7:35","Dive",1,"U",154,157.5,269,271,NA,NA,2016-09-09 03:30:00,2016-09-09 03:35:00,0,0,94,155.75,270
"208","Tt0022",110608,NA,"Transmission","Mk10",1,"9/9/16 7:35","9/9/16 7:38","Surface",NA,"",NA,NA,187,189,170,18,2016-09-09 03:35:00,2016-09-09 03:38:00,0,0,94,NA,188
"211","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 0:14","9/10/16 0:19","Dive",1,"Square",57,58.5,257,259,NA,NA,2016-09-09 20:14:00,2016-09-09 20:19:00,0,0,95,57.75,258
"212","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 0:19","9/10/16 0:38","Surface",NA,"",NA,NA,1157,1159,859,299,2016-09-09 20:19:00,2016-09-09 20:38:00,0,0,95,NA,1158
"213","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 0:38","9/10/16 0:40","Dive",1,"U",67,68.5,141,143,NA,NA,2016-09-09 20:38:00,2016-09-09 20:40:00,0,0,96,67.75,142
"214","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 0:40","9/10/16 1:02","Surface",NA,"",NA,NA,1285,1287,1037,249,2016-09-09 20:40:00,2016-09-09 21:02:00,0,0,96,NA,1286
"215","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 1:02","9/10/16 1:04","Dive",1,"V",99,100.5,117,119,NA,NA,2016-09-09 21:02:00,2016-09-09 21:04:00,0,0,97,99.75,118
"216","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 1:04","9/10/16 1:10","Surface",NA,"",NA,NA,383,385,359,25,2016-09-09 21:04:00,2016-09-09 21:10:00,0,0,97,NA,384
"217","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 1:10","9/10/16 1:11","Dive",1,"U",63,64.5,75,77,NA,NA,2016-09-09 21:10:00,2016-09-09 21:11:00,0,0,98,63.75,76
"218","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 1:11","9/10/16 1:13","Surface",NA,"",NA,NA,91,93,83,9,2016-09-09 21:11:00,2016-09-09 21:13:00,0,0,98,NA,92
"219","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 1:13","9/10/16 1:15","Dive",1,"U",97,98.5,105,107,NA,NA,2016-09-09 21:13:00,2016-09-09 21:15:00,0,0,99,97.75,106
"221","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 1:15","9/10/16 1:31","Surface",NA,"",NA,NA,959,961,929,31,2016-09-09 21:15:00,2016-09-09 21:31:00,0,0,99,NA,960
"222","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 1:31","9/10/16 1:34","Dive",1,"V",63,64.5,223,225,NA,NA,2016-09-09 21:31:00,2016-09-09 21:34:00,0,0,100,63.75,224
"223","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 1:34","9/10/16 1:37","Surface",NA,"",NA,NA,151,153,142,10,2016-09-09 21:34:00,2016-09-09 21:37:00,0,0,100,NA,152
"224","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 1:37","9/10/16 1:40","Dive",1,"U",65,66.5,201,203,NA,NA,2016-09-09 21:37:00,2016-09-09 21:40:00,0,0,101,65.75,202
"225","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 1:40","9/10/16 1:41","Surface",NA,"",NA,NA,73,75,74,0,2016-09-09 21:40:00,2016-09-09 21:41:00,0,0,101,NA,74
"226","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 1:41","9/10/16 1:44","Dive",1,"V",65,66.5,135,137,NA,NA,2016-09-09 21:41:00,2016-09-09 21:44:00,0,0,102,65.75,136
"227","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 1:44","9/10/16 1:45","Surface",NA,"",NA,NA,83,85,62,22,2016-09-09 21:44:00,2016-09-09 21:45:00,0,0,102,NA,84
"228","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 1:45","9/10/16 1:48","Dive",1,"Square",52.5,53,163,165,NA,NA,2016-09-09 21:45:00,2016-09-09 21:48:00,0,0,103,52.75,164
"229","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 1:48","9/10/16 1:54","Surface",NA,"",NA,NA,363,365,258,106,2016-09-09 21:48:00,2016-09-09 21:54:00,0,0,103,NA,364
"230","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 1:54","9/10/16 1:57","Dive",1,"V",65,66.5,161,163,NA,NA,2016-09-09 21:54:00,2016-09-09 21:57:00,0,0,104,65.75,162
"231","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 1:57","9/10/16 1:58","Surface",NA,"",NA,NA,67,69,68,0,2016-09-09 21:57:00,2016-09-09 21:58:00,0,0,104,NA,68
"233","Tt0022",110608,NA,"Transmission","Mk10",2,"9/10/16 2:48","9/10/16 2:52","Dive",1,"U",55.5,56.5,241,243,NA,NA,2016-09-09 22:48:00,2016-09-09 22:52:00,3000,1,105,56,242
"234","Tt0022",110608,NA,"Transmission","Mk10",2,"9/10/16 2:52","9/10/16 3:20","Surface",NA,"",NA,NA,1721,1723,722,1000,2016-09-09 22:52:00,2016-09-09 23:20:00,0,0,105,NA,1722
"235","Tt0022",110608,NA,"Transmission","Mk10",2,"9/10/16 3:20","9/10/16 3:23","Dive",1,"V",51.5,52,187,189,NA,NA,2016-09-09 23:20:00,2016-09-09 23:23:00,0,0,106,51.75,188
"236","Tt0022",110608,NA,"Transmission","Mk10",2,"9/10/16 3:23","9/10/16 3:24","Surface",NA,"",NA,NA,27,29,28,0,2016-09-09 23:23:00,2016-09-09 23:24:00,0,0,106,NA,28
"237","Tt0022",110608,NA,"Transmission","Mk10",2,"9/10/16 3:24","9/10/16 3:28","Dive",1,"U",198,201.5,241,243,NA,NA,2016-09-09 23:24:00,2016-09-09 23:28:00,0,0,107,199.75,242
"238","Tt0022",110608,NA,"Transmission","Mk10",2,"9/10/16 3:28","9/10/16 3:29","Surface",NA,"",NA,NA,85,87,86,0,2016-09-09 23:28:00,2016-09-09 23:29:00,0,0,107,NA,86
"239","Tt0022",110608,NA,"Transmission","Mk10",2,"9/10/16 3:29","9/10/16 3:34","Dive",1,"Square",138,141.5,303,305,NA,NA,2016-09-09 23:29:00,2016-09-09 23:34:00,0,0,108,139.75,304
"240","Tt0022",110608,NA,"Transmission","Mk10",2,"9/10/16 3:34","9/10/16 3:36","Surface",NA,"",NA,NA,75,77,76,0,2016-09-09 23:34:00,2016-09-09 23:36:00,0,0,108,NA,76
"241","Tt0022",110608,NA,"Transmission","Mk10",2,"9/10/16 3:36","9/10/16 3:40","Dive",1,"V",146,149.5,257,259,NA,NA,2016-09-09 23:36:00,2016-09-09 23:40:00,0,0,109,147.75,258
"242","Tt0022",110608,NA,"Transmission","Mk10",2,"9/10/16 3:40","9/10/16 3:41","Surface",NA,"",NA,NA,57,59,58,0,2016-09-09 23:40:00,2016-09-09 23:41:00,0,0,109,NA,58
"244","Tt0022",110608,NA,"Transmission","Mk10",2,"9/10/16 3:41","9/10/16 3:45","Dive",1,"U",134,137.5,255,257,NA,NA,2016-09-09 23:41:00,2016-09-09 23:45:00,0,0,110,135.75,256
"245","Tt0022",110608,NA,"Transmission","Mk10",2,"9/10/16 3:45","9/10/16 3:47","Surface",NA,"",NA,NA,141,143,142,0,2016-09-09 23:45:00,2016-09-09 23:47:00,0,0,110,NA,142
"246","Tt0022",110608,NA,"Transmission","Mk10",2,"9/10/16 3:47","9/10/16 3:51","Dive",1,"U",210,213.5,203,205,NA,NA,2016-09-09 23:47:00,2016-09-09 23:51:00,0,0,111,211.75,204
"247","Tt0022",110608,NA,"Transmission","Mk10",2,"9/10/16 3:51","9/10/16 3:53","Surface",NA,"",NA,NA,131,133,132,0,2016-09-09 23:51:00,2016-09-09 23:53:00,0,0,111,NA,132
"248","Tt0022",110608,NA,"Transmission","Mk10",2,"9/10/16 3:53","9/10/16 3:57","Dive",1,"U",126,129.5,241,243,NA,NA,2016-09-09 23:53:00,2016-09-09 23:57:00,0,0,112,127.75,242
"249","Tt0022",110608,NA,"Transmission","Mk10",2,"9/10/16 3:57","9/10/16 3:58","Surface",NA,"",NA,NA,61,63,62,0,2016-09-09 23:57:00,2016-09-09 23:58:00,0,0,112,NA,62
"250","Tt0022",110608,NA,"Transmission","Mk10",2,"9/10/16 3:58","9/10/16 4:02","Dive",1,"U",117,118.5,233,235,NA,NA,2016-09-09 23:58:00,2016-09-10 00:02:00,0,0,113,117.75,234
"251","Tt0022",110608,NA,"Transmission","Mk10",2,"9/10/16 4:02","9/10/16 4:04","Surface",NA,"",NA,NA,109,111,110,0,2016-09-10 00:02:00,2016-09-10 00:04:00,0,0,113,NA,110
"252","Tt0022",110608,NA,"Transmission","Mk10",2,"9/10/16 4:04","9/10/16 4:08","Dive",1,"Square",154,157.5,285,287,NA,NA,2016-09-10 00:04:00,2016-09-10 00:08:00,0,0,114,155.75,286
"253","Tt0022",110608,NA,"Transmission","Mk10",2,"9/10/16 4:08","9/10/16 4:11","Surface",NA,"",NA,NA,151,153,152,0,2016-09-10 00:08:00,2016-09-10 00:11:00,0,0,114,NA,152
"255","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 7:46","9/10/16 7:49","Dive",1,"V",73,74.5,227,229,NA,NA,2016-09-10 03:46:00,2016-09-10 03:49:00,12900,1,115,73.75,228
"256","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 7:49","9/10/16 7:55","Surface",NA,"",NA,NA,313,315,273,41,2016-09-10 03:49:00,2016-09-10 03:55:00,0,0,115,NA,314
"257","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 7:55","9/10/16 8:04","Dive",1,"U",512,527.5,549,551,NA,NA,2016-09-10 03:55:00,2016-09-10 04:04:00,0,0,116,519.75,550
"258","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 8:04","9/10/16 8:19","Surface",NA,"",NA,NA,893,895,606,288,2016-09-10 04:04:00,2016-09-10 04:19:00,0,0,116,NA,894
"259","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 8:19","9/10/16 8:24","Dive",1,"U",268,275.5,343,345,NA,NA,2016-09-10 04:19:00,2016-09-10 04:24:00,0,0,117,271.75,344
"260","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 8:24","9/10/16 8:28","Surface",NA,"",NA,NA,199,201,194,6,2016-09-10 04:24:00,2016-09-10 04:28:00,0,0,117,NA,200
"261","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 8:28","9/10/16 8:34","Dive",1,"U",332,339.5,383,385,NA,NA,2016-09-10 04:28:00,2016-09-10 04:34:00,0,0,118,335.75,384
"262","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 8:34","9/10/16 8:37","Surface",NA,"",NA,NA,169,171,154,16,2016-09-10 04:34:00,2016-09-10 04:37:00,0,0,118,NA,170
"263","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 8:37","9/10/16 8:43","Dive",1,"U",364,371.5,393,395,NA,NA,2016-09-10 04:37:00,2016-09-10 04:43:00,0,0,119,367.75,394
"264","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 8:43","9/10/16 8:50","Surface",NA,"",NA,NA,415,417,416,0,2016-09-10 04:43:00,2016-09-10 04:50:00,0,0,119,NA,416
"266","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 9:22","9/10/16 9:29","Dive",1,"U",316,323.5,463,465,NA,NA,2016-09-10 05:22:00,2016-09-10 05:29:00,1920,1,120,319.75,464
"267","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 9:29","9/10/16 9:32","Surface",NA,"",NA,NA,143,145,130,14,2016-09-10 05:29:00,2016-09-10 05:32:00,0,0,120,NA,144
"268","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 9:32","9/10/16 9:38","Dive",1,"U",340,347.5,373,375,NA,NA,2016-09-10 05:32:00,2016-09-10 05:38:00,0,0,121,343.75,374
"269","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 9:38","9/10/16 9:40","Surface",NA,"",NA,NA,141,143,142,0,2016-09-10 05:38:00,2016-09-10 05:40:00,0,0,121,NA,142
"270","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 9:40","9/10/16 9:47","Dive",1,"U",372,379.5,399,401,NA,NA,2016-09-10 05:40:00,2016-09-10 05:47:00,0,0,122,375.75,400
"271","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 9:47","9/10/16 9:52","Surface",NA,"",NA,NA,331,333,278,54,2016-09-10 05:47:00,2016-09-10 05:52:00,0,0,122,NA,332
"272","Tt0022",110608,NA,"Transmission","Mk10",1,"9/10/16 9:52","9/10/16 10:00","Dive",1,"U",452,459.5,433,435,NA,NA,2016-09-10 05:52:00,2016-09-10 06:00:00,0,0,123,455.75,434
